Protein_id,locus_tag,note,length,panortholog
YP_003045793.1,ECB_02604,NA,1113,FALSE
YP_003045794.1,ECB_02605,NA,852,FALSE
YP_003045795.1,ECB_02606,NA,522,FALSE
YP_003045796.1,ECB_02607,b2762,735,TRUE
YP_003045797.1,ECB_02608,b2763,1713,FALSE
YP_003045798.1,ECB_02609,b2764,1800,TRUE
YP_003045799.1,ECB_02610,b2765,366,TRUE
YP_003045800.1,ECB_02611,b2766,1272,TRUE
YP_003045801.1,ECB_02612,b2767,261,TRUE
YP_003045802.1,ECB_02613,b2768,576,FALSE
YP_003045803.1,ECB_02614,b2769,861,FALSE
YP_003045804.1,ECB_02615,b2770,780,FALSE
YP_003045805.1,ECB_02616,b2771,1338,FALSE
YP_003045806.1,ECB_02617,b4463,1455,TRUE
YP_003045807.1,ECB_02618,b2774,786,TRUE
YP_003045808.1,ECB_02619,b2775,1278,FALSE
YP_003045809.1,ECB_02620,b2776,1479,TRUE
YP_003045811.1,ECB_02622,b2777,672,TRUE
YP_003045812.1,ECB_02623,b2778,873,FALSE
YP_003045813.1,ECB_02624,b2779,1299,TRUE
YP_003045814.1,ECB_02625,b2780,1638,TRUE
YP_003045815.1,ECB_02626,b2781,792,TRUE
YP_003045816.1,ECB_02627,b2782,336,FALSE
YP_003045817.1,ECB_02628,b2783,249,FALSE
YP_003045818.1,ECB_02629,b2784,2235,FALSE
YP_003045819.1,ECB_02630,b2785,1302,FALSE
YP_003045820.1,ECB_02631,b2786,2757,FALSE
YP_003045821.1,ECB_02632,b2787,1341,TRUE
YP_003045822.1,ECB_02633,b2788,1341,FALSE
YP_003045823.1,ECB_02634,b2789,1353,TRUE
YP_003045824.1,ECB_02635,b2790,450,TRUE
YP_003045825.1,ECB_02636,b2791,783,FALSE
YP_003045826.1,ECB_02637,b2792,330,TRUE
YP_003045827.1,ECB_02638,b2793,546,TRUE
YP_003045828.1,ECB_02639,b2794,849,TRUE
YP_003045829.1,ECB_02640,b2795,1365,TRUE
YP_003045830.1,ECB_02641,b2796,1290,FALSE
YP_003045831.1,ECB_02642,b2797,1368,FALSE
YP_003045832.1,ECB_02643,b2798,846,TRUE
YP_003045833.1,ECB_02644,b2799,1152,TRUE
YP_003045834.1,ECB_02646,NA,504,FALSE
YP_003045835.1,ECB_02647,NA,276,FALSE
YP_003045836.1,ECB_02648,NA,945,FALSE
YP_003045837.1,ECB_02649,NA,1629,FALSE
YP_003045838.1,ECB_02650,NA,1074,FALSE
YP_003045839.1,ECB_02651,NA,984,FALSE
YP_003045840.1,ECB_02652,NA,1500,FALSE
YP_003045841.1,ECB_02653,b2802,1776,TRUE
YP_003045842.1,ECB_02654,b2803,1449,FALSE
YP_003045843.1,ECB_02655,b2804,423,TRUE
YP_003045844.1,ECB_02656,b2805,732,TRUE
YP_003045845.1,ECB_02657,b2806,1101,FALSE
YP_003045846.1,ECB_02658,b2807,396,TRUE
YP_003045847.1,ECB_02659,b2808,918,TRUE
YP_003045848.1,ECB_02660,b2809,228,FALSE
YP_003045849.1,ECB_02661,b2810,1206,TRUE
YP_003045850.1,ECB_02662,b2811,444,TRUE
YP_003045851.1,ECB_02663,b2812,807,TRUE
YP_003045852.1,ECB_02664,b2813,1098,FALSE
YP_003045853.1,ECB_02665,b2817,1254,FALSE
YP_003045854.1,ECB_02666,b2818,1332,TRUE
YP_003045855.1,ECB_02667,b2819,1827,TRUE
YP_003045856.1,ECB_02668,b2820,3543,TRUE
YP_003045857.1,ECB_02669,b2821,2889,TRUE
YP_003045858.1,ECB_02670,b2822,3369,TRUE
YP_003045859.1,ECB_02671,b2823,324,TRUE
YP_003045860.1,ECB_02672,b2824,408,TRUE
YP_003045861.1,ECB_02673,b2825,564,TRUE
YP_003045862.1,ECB_02674,b2826,471,FALSE
YP_003045863.1,ECB_02675,b2827,795,TRUE
YP_003045864.1,ECB_02676,b2828,876,TRUE
YP_003045865.1,ECB_02677,b2829,2247,TRUE
YP_003045866.1,ECB_02678,b2830,531,TRUE
YP_003045867.1,ECB_02679,b2831,690,TRUE
YP_003045868.1,ECB_02680,b2832,714,TRUE
YP_003045869.1,ECB_02681,b2833,219,FALSE
YP_003045870.1,ECB_02682,b2834,1041,TRUE
YP_003045871.1,ECB_02683,b2835,1194,TRUE
YP_003045872.1,ECB_02684,b2836,2160,TRUE
YP_003045873.1,ECB_02685,b2837,1032,TRUE
YP_003045874.1,ECB_02686,b2838,1263,TRUE
YP_003045875.1,ECB_02687,b2839,936,TRUE
YP_003045876.1,ECB_02688,b2840,693,TRUE
YP_003045877.1,ECB_02689,b2841,1419,FALSE
YP_003045878.1,ECB_02690,b2842,762,FALSE
YP_003045879.1,ECB_02691,b2843,837,TRUE
YP_003045880.1,ECB_02692,b2844,1182,TRUE
YP_003045881.1,ECB_02693,b2845,1230,TRUE
YP_003045882.1,ECB_02694,b2846,570,FALSE
YP_003045883.1,ECB_02695,NA,309,FALSE
YP_003045884.1,ECB_02696,NA,807,FALSE
YP_003045885.1,ECB_02697,b2863,552,FALSE
YP_003045886.1,ECB_02698,b2865,756,TRUE
YP_003045887.1,ECB_02699,b2866,2259,TRUE
YP_003045888.1,ECB_02700,b2867,879,TRUE
YP_003045889.1,ECB_02701,b2868,480,FALSE
YP_003045890.1,ECB_02702,b2869,1779,TRUE
YP_003045891.1,ECB_02703,b2870,1191,FALSE
YP_003045892.1,ECB_02704,b2871,1197,FALSE
YP_003045893.1,ECB_02705,b2872,1212,TRUE
YP_003045894.1,ECB_02706,b2873,1386,TRUE
YP_003045895.1,ECB_02707,b2874,933,FALSE
YP_003045896.1,ECB_02708,b2875,1626,TRUE
YP_003045897.1,ECB_02709,b2876,771,TRUE
YP_003045898.1,ECB_02710,b2877,579,TRUE
YP_003045899.1,ECB_02711,b2878,3099,FALSE
YP_003045900.1,ECB_02712,b2879,1329,TRUE
YP_003045901.1,ECB_02713,b2880,780,TRUE
YP_003045902.1,ECB_02714,b2881,2871,FALSE
YP_003045903.1,ECB_02715,b2882,1401,TRUE
YP_003045904.1,ECB_02716,b2883,1320,TRUE
YP_003045905.1,ECB_02717,b4464,1368,FALSE
YP_003045906.1,ECB_02718,b2886,333,FALSE
YP_003045907.1,ECB_02719,b2887,1920,FALSE
YP_003045908.1,ECB_02720,b2888,1449,TRUE
YP_003045909.1,ECB_02721,b2889,549,TRUE
YP_003045910.1,ECB_02722,b2890,1518,FALSE
YP_003045911.1,ECB_02723,b2891,1099,FALSE
YP_003045912.1,ECB_02724,b2892,1734,TRUE
YP_003045913.1,ECB_02725,b2893,711,TRUE
YP_003045914.1,ECB_02726,b2894,897,TRUE
YP_003045915.1,ECB_02727,b2895,522,TRUE
YP_003045916.1,ECB_02728,b2896,408,FALSE
YP_003045917.1,ECB_02729,b2897,267,FALSE
YP_003045918.1,ECB_02730,b2898,981,TRUE
YP_003045919.1,ECB_02731,b2899,660,TRUE
YP_003045920.1,ECB_02732,b2900,312,FALSE
YP_003045921.1,ECB_02733,b2901,1440,TRUE
YP_003045922.1,ECB_02734,b2902,744,FALSE
YP_003045923.1,ECB_02735,b2903,2874,TRUE
YP_003045924.1,ECB_02736,b2904,390,TRUE
YP_003045925.1,ECB_02737,b2905,1095,FALSE
YP_003045926.1,ECB_02738,b2906,1203,TRUE
YP_003045927.1,ECB_02739,b2907,1179,TRUE
YP_003045928.1,ECB_02740,b2908,1326,TRUE
YP_003045929.1,ECB_02741,b2909,579,TRUE
YP_003045930.1,ECB_02742,b2910,330,TRUE
YP_003045931.1,ECB_02743,b2912,549,FALSE
YP_003045932.1,ECB_02744,b2913,1233,TRUE
YP_003045933.1,ECB_02745,b2914,660,TRUE
YP_003045934.1,ECB_02746,b2915,231,FALSE
YP_003045935.1,ECB_02747,b2916,894,TRUE
YP_003045936.1,ECB_02748,b2917,2145,FALSE
YP_003045937.1,ECB_02749,b2918,996,FALSE
YP_003045938.1,ECB_02750,b2919,786,FALSE
YP_003045939.1,ECB_02751,b2920,1479,FALSE
YP_003045940.1,ECB_02752,b2921,897,FALSE
YP_003045941.1,ECB_02753,b2922,741,TRUE
YP_003045942.1,ECB_02754,b2923,636,TRUE
YP_003045943.1,ECB_02755,b2924,861,TRUE
YP_003045944.1,ECB_02756,b2925,1080,TRUE
YP_003045945.1,ECB_02757,b2926,1164,TRUE
YP_003045946.1,ECB_02758,b2927,1020,TRUE
YP_003045947.1,ECB_02759,b2928,714,FALSE
YP_003045948.1,ECB_02760,b2929,510,TRUE
YP_003045949.1,ECB_02761,b2930,966,FALSE
YP_003045950.1,ECB_02762,b4465,1278,FALSE
YP_003045951.1,ECB_02763,b2933,1389,FALSE
YP_003045952.1,ECB_02764,b2934,417,FALSE
YP_003045953.1,ECB_02765,b2935,1992,FALSE
YP_003045954.1,ECB_02766,b2936,759,TRUE
YP_003045955.1,ECB_02767,b2937,921,TRUE
YP_003045956.1,ECB_02768,b2938,1977,TRUE
YP_003045957.1,ECB_02769,b2939,147,FALSE
YP_003045958.1,ECB_02770,b2940,216,FALSE
YP_003045959.1,ECB_02771,b2941,252,FALSE
YP_003045960.1,ECB_02772,b2942,1155,TRUE
YP_003045961.1,ECB_02773,b2943,1395,FALSE
YP_003045962.1,ECB_02774,b2944,498,TRUE
YP_003045963.1,ECB_02775,b2945,708,FALSE
YP_003045964.1,ECB_02776,b2946,732,TRUE
YP_003045965.1,ECB_02777,b2947,951,TRUE
YP_003045966.1,ECB_02778,b2948,564,TRUE
YP_003045967.1,ECB_02779,b2949,417,TRUE
YP_003045968.1,ECB_02780,b2950,981,TRUE
YP_003045969.1,ECB_02781,b2951,705,FALSE
YP_003045970.1,ECB_02782,b2952,567,TRUE
YP_003045971.1,ECB_02783,b2953,291,FALSE
YP_003045972.1,ECB_02784,b2954,594,TRUE
YP_003045973.1,ECB_02785,b2955,1137,TRUE
YP_003045974.1,ECB_02786,b2956,1008,TRUE
YP_003045975.1,ECB_02787,b2957,1047,FALSE
YP_003045976.1,ECB_02788,b2958,720,TRUE
YP_003045977.1,ECB_02789,b2959,327,TRUE
YP_003045978.1,ECB_02790,b2960,720,TRUE
YP_003045979.1,ECB_02791,b2961,1053,TRUE
YP_003045980.1,ECB_02792,b2962,276,FALSE
YP_003045981.1,ECB_02793,b2963,1080,TRUE
YP_003045982.1,ECB_02794,b2964,1257,FALSE
YP_003045983.1,ECB_02795,b2965,2136,FALSE
YP_003045984.1,ECB_02796,b2966,708,FALSE
YP_003045985.1,ECB_02797,NA,885,FALSE
YP_003045986.1,ECB_02798,NA,903,FALSE
YP_003045987.1,ECB_02800,b2000,2847,FALSE
YP_003045988.1,ECB_02801,b2001,2517,FALSE
YP_003045989.1,ECB_02802,NA,456,FALSE
YP_003045990.1,ECB_02803,b0252,819,FALSE
YP_003045991.1,ECB_02804,NA,912,FALSE
YP_003045992.1,ECB_02805,b2002,447,FALSE
YP_003045993.1,ECB_02806,b2003,222,FALSE
YP_003045994.1,ECB_02807,b2004,1062,FALSE
YP_003045995.1,ECB_02808,b2005,375,FALSE
YP_003045996.1,ECB_02809,b2006,489,FALSE
YP_003045997.1,ECB_02810,NA,198,FALSE
YP_003045998.1,ECB_02811,NA,570,FALSE
YP_003045999.1,ECB_02812,NA,294,FALSE
YP_003046000.1,ECB_02813,NA,156,FALSE
YP_003046001.1,ECB_02814,NA,1020,FALSE
YP_003046002.1,ECB_02815,NA,1137,FALSE
YP_003046003.1,ECB_02816,NA,1677,FALSE
YP_003046004.1,ECB_02817,NA,741,FALSE
YP_003046005.1,ECB_02818,NA,2028,FALSE
YP_003046006.1,ECB_02819,NA,1233,FALSE
YP_003046007.1,ECB_02820,NA,933,FALSE
YP_003046008.1,ECB_02821,NA,1140,FALSE
YP_003046009.1,ECB_02822,NA,465,FALSE
YP_003046010.1,ECB_02823,NA,504,FALSE
YP_003046011.1,ECB_02824,NA,276,FALSE
YP_003046012.1,ECB_02825,NA,723,FALSE
YP_003046013.1,ECB_02826,NA,1377,FALSE
YP_003046014.1,ECB_02827,NA,660,FALSE
YP_003046015.1,ECB_02828,NA,777,FALSE
YP_003046016.1,ECB_02829,b2968,537,FALSE
YP_003046017.1,ECB_02831,NA,936,FALSE
YP_003046018.1,ECB_02832,NA,564,FALSE
YP_003046019.1,ECB_02833,NA,372,FALSE
YP_003046020.1,ECB_02834,NA,564,FALSE
YP_003046021.1,ECB_02835,NA,456,FALSE
YP_003046022.1,ECB_02836,NA,1224,FALSE
YP_003046023.1,ECB_02837,NA,1494,FALSE
YP_003046024.1,ECB_02838,NA,2061,FALSE
YP_003046025.1,ECB_02839,b2970,831,FALSE
YP_003046026.1,ECB_02840,b2971,411,FALSE
YP_003046027.1,ECB_02841,b2972,810,FALSE
YP_003046028.1,ECB_02842,b4466,4554,FALSE
YP_003046029.1,ECB_02843,b2975,1683,FALSE
YP_003046030.1,ECB_02844,b2976,2172,FALSE
YP_003046031.1,ECB_02845,b2977,405,FALSE
YP_003046032.1,ECB_02846,b4467,1224,FALSE
YP_003046033.1,ECB_02847,b4468,1053,FALSE
YP_003046034.1,ECB_02848,b2979,1500,FALSE
YP_003046035.1,ECB_02849,b2980,765,FALSE
YP_003046036.1,ECB_02850,b2981,1143,FALSE
YP_003046037.1,ECB_02851,NA,1731,FALSE
YP_003046038.1,ECB_02852,NA,915,FALSE
YP_003046039.1,ECB_02853,NA,249,FALSE
YP_003046040.1,ECB_02854,NA,1173,FALSE
YP_003046041.1,ECB_02855,NA,1161,FALSE
YP_003046042.1,ECB_02856,NA,1071,FALSE
YP_003046043.1,ECB_02857,NA,561,FALSE
YP_003046044.1,ECB_02858,NA,825,FALSE
YP_003046045.1,ECB_02859,b2983,1350,FALSE
YP_003046046.1,ECB_02860,b2984,759,FALSE
YP_003046047.1,ECB_02861,b2985,714,FALSE
YP_003046048.1,ECB_02862,b2986,693,FALSE
YP_003046049.1,ECB_02863,b2987,1500,FALSE
YP_003046050.1,ECB_02864,b2988,1860,TRUE
YP_003046051.1,ECB_02865,b2989,867,TRUE
YP_003046052.1,ECB_02866,b2990,249,FALSE
YP_003046053.1,ECB_02867,b2991,342,TRUE
YP_003046054.1,ECB_02868,b2992,489,TRUE
YP_003046055.1,ECB_02869,b2993,495,TRUE
YP_003046056.1,ECB_02870,b2994,1704,TRUE
YP_003046057.1,ECB_02871,b2995,1179,TRUE
YP_003046058.1,ECB_02872,b2996,987,TRUE
YP_003046059.1,ECB_02874,b2998,288,FALSE
YP_003046060.1,ECB_02875,b2999-b3000,765,FALSE
YP_003046061.1,ECB_02876,b3001,1041,FALSE
YP_003046062.1,ECB_02877,b3002,495,TRUE
YP_003046063.1,ECB_02878,b3003,885,TRUE
YP_003046064.1,ECB_02879,b3005,426,TRUE
YP_003046065.1,ECB_02880,b3006,735,TRUE
YP_003046066.1,ECB_02881,b3008,1188,TRUE
YP_003046067.1,ECB_02882,b3009,660,TRUE
YP_003046068.1,ECB_02883,b3010,957,TRUE
YP_003046069.1,ECB_02884,b3011,1164,TRUE
YP_003046070.1,ECB_02885,b3012,828,TRUE
YP_003046071.1,ECB_02886,b3013,927,FALSE
YP_003046072.1,ECB_02887,b3014,258,TRUE
YP_003046073.1,ECB_02888,b4469,2220,TRUE
YP_003046074.1,ECB_02889,b3017,1413,FALSE
YP_003046075.1,ECB_02890,b3018,738,TRUE
YP_003046076.1,ECB_02891,b3019,2259,TRUE
YP_003046077.1,ECB_02892,b3020,1608,FALSE
YP_003046078.1,ECB_02893,b3021,396,FALSE
YP_003046079.1,ECB_02894,b3022,297,FALSE
YP_003046080.1,ECB_02895,b3023,483,TRUE
YP_003046081.1,ECB_02896,b3024,393,TRUE
YP_003046082.1,ECB_02897,b3025,660,TRUE
YP_003046083.1,ECB_02898,b3026,1350,FALSE
YP_003046084.1,ECB_02899,b3027,333,FALSE
YP_003046085.1,ECB_02900,b3028,582,FALSE
YP_003046086.1,ECB_02901,b3029,315,FALSE
YP_003046087.1,ECB_02902,b3030,1893,TRUE
YP_003046088.1,ECB_02903,b3031,582,TRUE
YP_003046089.1,ECB_02904,b3032,828,TRUE
YP_003046090.1,ECB_02905,b3033,423,TRUE
YP_003046091.1,ECB_02906,b3034,630,TRUE
YP_003046092.1,ECB_02907,b3035,1482,TRUE
YP_003046093.1,ECB_02908,b3036,261,FALSE
YP_003046094.1,ECB_02909,b3037,576,TRUE
YP_003046095.1,ECB_02910,b3038,1161,TRUE
YP_003046096.1,ECB_02911,b3039,816,TRUE
YP_003046097.1,ECB_02912,b3040,774,TRUE
YP_003046098.1,ECB_02913,b3041,654,TRUE
YP_003046099.1,ECB_02914,b3042,291,FALSE
YP_003046100.1,ECB_02915,b3043,552,FALSE
YP_003046101.1,ECB_02916,b3046,2469,FALSE
YP_003046102.1,ECB_02917,b3047,750,FALSE
YP_003046103.1,ECB_02918,b3048,1065,FALSE
YP_003046104.1,ECB_02919,b3049,201,FALSE
YP_003046105.1,ECB_02920,b3050,630,FALSE
YP_003046106.1,ECB_02921,b3051,1662,FALSE
YP_003046107.1,ECB_02922,b3052,1434,TRUE
YP_003046108.1,ECB_02923,b3053,2841,TRUE
YP_003046109.1,ECB_02924,b3054,1302,TRUE
YP_003046110.1,ECB_02925,b3055,621,TRUE
YP_003046111.1,ECB_02926,b3056,1239,TRUE
YP_003046112.1,ECB_02927,b3057,822,TRUE
YP_003046113.1,ECB_02928,b3058,369,TRUE
YP_003046114.1,ECB_02929,b3059,618,TRUE
YP_003046115.1,ECB_02930,b3060,933,TRUE
YP_003046116.1,ECB_02931,b3061,912,TRUE
YP_003046117.1,ECB_02932,b3062,606,FALSE
YP_003046118.1,ECB_02933,b3063,1464,TRUE
YP_003046119.1,ECB_02934,b3064,1014,TRUE
YP_003046120.1,ECB_02935,b3065,216,FALSE
YP_003046121.1,ECB_02936,b3066,1746,TRUE
YP_003046122.1,ECB_02937,b3067,1842,TRUE
YP_003046123.1,ECB_02938,b3068,507,FALSE
YP_003046124.1,ECB_02939,b3070,765,TRUE
YP_003046125.1,ECB_02940,b3071,624,TRUE
YP_003046126.1,ECB_02941,b3072,1521,FALSE
YP_003046127.1,ECB_02942,b3073,1407,TRUE
YP_003046128.1,ECB_02943,b3074,333,FALSE
YP_003046129.1,ECB_02944,b3075,984,TRUE
YP_003046130.1,ECB_02945,b3076,3093,TRUE
YP_003046131.1,ECB_02946,b3077,450,TRUE
YP_003046132.1,ECB_02947,b3078,1434,TRUE
YP_003046133.1,ECB_02948,b3079,1071,TRUE
YP_003046134.1,ECB_02949,b3080,2352,FALSE
YP_003046135.1,ECB_02950,b3081,2019,TRUE
YP_003046136.1,ECB_02951,b3082,417,FALSE
YP_003046137.1,ECB_02952,b3083,315,FALSE
YP_003046138.1,ECB_02953,b3084,1137,TRUE
YP_003046139.1,ECB_02954,b3085,504,FALSE
YP_003046140.1,ECB_02955,b3086,693,FALSE
YP_003046141.1,ECB_02956,b3087,1005,FALSE
YP_003046142.1,ECB_02957,b3088,966,TRUE
YP_003046143.1,ECB_02958,b3089,1245,TRUE
YP_003046144.1,ECB_02959,b3090,552,TRUE
YP_003046145.1,ECB_02960,b3091,1488,TRUE
YP_003046146.1,ECB_02961,b3092,1413,TRUE
YP_003046147.1,ECB_02962,b3093,1419,FALSE
YP_003046148.1,ECB_02963,b3094,777,TRUE
YP_003046149.1,ECB_02964,b3095,663,TRUE
YP_003046150.1,ECB_02965,b3096,384,TRUE
YP_003046151.1,ECB_02966,b3097,369,TRUE
YP_003046152.1,ECB_02967,b3098,306,FALSE
YP_003046153.1,ECB_02968,b3099,405,TRUE
YP_003046154.1,ECB_02969,b3100,300,FALSE
YP_003046155.1,ECB_02970,b3101,393,TRUE
YP_003046156.1,ECB_02971,b3102,987,FALSE
YP_003046157.1,ECB_02972,b3103,366,TRUE
YP_003046158.1,ECB_02973,b3104,357,FALSE
YP_003046159.1,ECB_02974,b3105,897,TRUE
YP_003046160.1,ECB_02975,b3106,702,TRUE
YP_003046161.1,ECB_02976,b3107,165,FALSE
YP_003046162.1,ECB_02977,b4470,1311,TRUE
YP_003046163.1,ECB_02978,b3110,1269,FALSE
YP_003046164.1,ECB_02979,b4471,1365,FALSE
YP_003046165.1,ECB_02980,b3113,390,TRUE
YP_003046166.1,ECB_02981,b3114,2295,FALSE
YP_003046167.1,ECB_02982,b3115,1221,FALSE
YP_003046168.1,ECB_02983,b3116,1332,TRUE
YP_003046169.1,ECB_02984,b3117,990,TRUE
YP_003046170.1,ECB_02985,b3118,939,FALSE
YP_003046171.1,ECB_02986,b3119,219,FALSE
YP_003046172.1,ECB_02987,b3120,540,FALSE
YP_003046173.1,ECB_02988,b3121,1104,FALSE
YP_003046174.1,ECB_02989,b3124,1227,TRUE
YP_003046175.1,ECB_02990,b3125,891,TRUE
YP_003046176.1,ECB_02991,b3126,771,TRUE
YP_003046177.1,ECB_02992,b3127,1335,FALSE
YP_003046178.1,ECB_02993,b3128,1572,FALSE
YP_003046179.1,ECB_02994,b3129,336,FALSE
YP_003046180.1,ECB_02995,b3130,321,FALSE
YP_003046181.1,ECB_02996,b3131,810,TRUE
YP_003046182.1,ECB_02997,b3132,1281,TRUE
YP_003046183.1,ECB_02998,b3133,474,TRUE
YP_003046184.1,ECB_02999,b3134,780,FALSE
YP_003046185.1,ECB_03000,NA,879,FALSE
YP_003046186.1,ECB_03001,NA,435,FALSE
YP_003046187.1,ECB_03002,b3135,1134,FALSE
YP_003046188.1,ECB_03003,b3136,1155,TRUE
YP_003046189.1,ECB_03004,b3137,861,TRUE
YP_003046190.1,ECB_03005,b3138,477,TRUE
YP_003046191.1,ECB_03006,b3139,804,FALSE
YP_003046192.1,ECB_03007,b3140,792,TRUE
YP_003046193.1,ECB_03008,b3141,756,FALSE
YP_003046194.1,ECB_03009,b3142,585,FALSE
YP_003046195.1,ECB_03010,b3143,696,FALSE
YP_003046196.1,ECB_03011,b3144,2517,FALSE
YP_003046197.1,ECB_03012,b3145,1092,FALSE
YP_003046198.1,ECB_03013,b3146,861,TRUE
YP_003046199.1,ECB_03014,b3147,2037,FALSE
YP_003046200.1,ECB_03015,b3148,396,TRUE
YP_003046201.1,ECB_03016,b3149,591,TRUE
YP_003046202.1,ECB_03017,b3150,576,TRUE
YP_003046203.1,ECB_03018,b3151,1041,FALSE
YP_003046204.1,ECB_03019,b3152,636,TRUE
YP_003046205.1,ECB_03020,b3153,519,FALSE
YP_003046206.1,ECB_03021,b3154,444,FALSE
YP_003046207.1,ECB_03022,b3155,303,FALSE
YP_003046208.1,ECB_03023,b3156,504,TRUE
YP_003046209.1,ECB_03024,b3157,525,TRUE
YP_003046210.1,ECB_03025,b3158,996,TRUE
YP_003046211.1,ECB_03026,b3159,879,TRUE
YP_003046212.1,ECB_03027,b3160,1008,TRUE
YP_003046213.1,ECB_03028,b3161,1245,TRUE
YP_003046214.1,ECB_03029,b3162,1890,TRUE
YP_003046215.1,ECB_03030,b3163,885,TRUE
YP_003046216.1,ECB_03031,b3164,2205,TRUE
YP_003046217.1,ECB_03032,b3165,270,TRUE
YP_003046218.1,ECB_03033,b3166,945,TRUE
YP_003046219.1,ECB_03034,b3167,402,TRUE
YP_003046220.1,ECB_03035,b3168,2673,TRUE
YP_003046221.1,ECB_03036,b3169,1488,TRUE
YP_003046222.1,ECB_03037,b3170,453,TRUE
YP_003046223.1,ECB_03038,b3172,1344,TRUE
YP_003046224.1,ECB_03039,b3173,1626,FALSE
YP_003046225.1,ECB_03040,b3175,333,TRUE
YP_003046226.1,ECB_03041,b3176,1338,TRUE
YP_003046227.1,ECB_03042,b3177,849,TRUE
YP_003046228.1,ECB_03043,b3178,1935,FALSE
YP_003046229.1,ECB_03044,b3179,630,TRUE
YP_003046230.1,ECB_03045,b3180,294,FALSE
YP_003046231.1,ECB_03046,b3181,477,TRUE
YP_003046232.1,ECB_03047,b3182,1434,TRUE
YP_003046233.1,ECB_03048,b3183,1173,TRUE
YP_003046234.1,ECB_03049,b3184,966,TRUE
YP_003046235.1,ECB_03050,b3185,258,FALSE
YP_003046236.1,ECB_03051,b3186,312,FALSE
YP_003046237.1,ECB_03052,b3187,972,TRUE
YP_003046238.1,ECB_03053,b3188,279,TRUE
YP_003046239.1,ECB_03054,b3189,1260,FALSE
YP_003046240.1,ECB_03055,b3190,255,FALSE
YP_003046241.1,ECB_03056,b3191,294,FALSE
YP_003046242.1,ECB_03057,b3192,636,FALSE
YP_003046243.1,ECB_03058,b3193,552,TRUE
YP_003046244.1,ECB_03059,b3194,783,TRUE
YP_003046245.1,ECB_03060,b3195,810,TRUE
YP_003046246.1,ECB_03061,b3196,978,TRUE
YP_003046247.1,ECB_03062,b3197,987,TRUE
YP_003046248.1,ECB_03063,b3198,567,TRUE
YP_003046249.1,ECB_03064,b3199,576,TRUE
YP_003046250.1,ECB_03065,b3200,558,TRUE
YP_003046251.1,ECB_03066,b3201,726,TRUE
YP_003046252.1,ECB_03067,b3202,1434,TRUE
YP_003046253.1,ECB_03068,b3203,288,TRUE
YP_003046254.1,ECB_03069,b3204,492,TRUE
YP_003046255.1,ECB_03070,b3205,855,TRUE
YP_003046256.1,ECB_03071,b3206,273,TRUE
YP_003046257.1,ECB_03072,b3207,633,TRUE
YP_003046258.1,ECB_03073,b3208,729,TRUE
YP_003046259.1,ECB_03074,b3209,654,TRUE
YP_003046260.1,ECB_03075,b3210,2337,FALSE
YP_003046261.1,ECB_03076,b3211,930,TRUE
YP_003046262.1,ECB_03077,b3212,4554,FALSE
YP_003046263.1,ECB_03078,b3213,1419,FALSE
YP_003046264.1,ECB_03079,b3220,480,FALSE
YP_003046265.1,ECB_03080,NA,342,FALSE
YP_003046266.1,ECB_03081,b3221,465,TRUE
YP_003046267.1,ECB_03082,b3222,876,TRUE
YP_003046268.1,ECB_03083,b3223,690,TRUE
YP_003046269.1,ECB_03084,b3224,1491,TRUE
YP_003046270.1,ECB_03085,b3225,894,TRUE
YP_003046271.1,ECB_03086,b3226,792,TRUE
YP_003046272.1,ECB_03087,b3227,1368,FALSE
YP_003046273.1,ECB_03088,b3228,498,TRUE
YP_003046274.1,ECB_03089,b3229,639,TRUE
YP_003046275.1,ECB_03090,b3230,393,TRUE
YP_003046276.1,ECB_03091,b3231,429,TRUE
YP_003046277.1,ECB_03092,b3232,1128,TRUE
YP_003046278.1,ECB_03093,b3233,399,FALSE
YP_003046279.1,ECB_03094,b3234,1368,TRUE
YP_003046280.1,ECB_03095,b3235,1068,TRUE
YP_003046281.1,ECB_03096,b3236,939,TRUE
YP_003046282.1,ECB_03097,b3237,471,TRUE
YP_003046283.1,ECB_03098,b3238,264,FALSE
YP_003046284.1,ECB_03099,b3239,273,FALSE
YP_003046285.1,ECB_03100,b3240,1968,FALSE
YP_003046286.1,ECB_03101,b3241,933,TRUE
YP_003046287.1,ECB_03102,b3242,204,TRUE
YP_003046288.1,ECB_03103,b3243,930,TRUE
YP_003046289.1,ECB_03104,b3244,1446,TRUE
YP_003046290.1,ECB_03105,b4472,3801,TRUE
YP_003046291.1,ECB_03106,b3247,1470,TRUE
YP_003046292.1,ECB_03107,b3248,594,TRUE
YP_003046293.1,ECB_03108,b3249,489,TRUE
YP_003046294.1,ECB_03109,b3250,1104,FALSE
YP_003046295.1,ECB_03110,b3251,1044,TRUE
YP_003046296.1,ECB_03111,b3252,1941,TRUE
YP_003046297.1,ECB_03112,b3253,975,TRUE
YP_003046298.1,ECB_03113,b3255,471,TRUE
YP_003046299.1,ECB_03114,b3256,1350,TRUE
YP_003046300.1,ECB_03115,b3257,243,FALSE
YP_003046301.1,ECB_03116,b3258,1452,TRUE
YP_003046302.1,ECB_03117,b3259,882,TRUE
YP_003046303.1,ECB_03118,b3260,966,TRUE
YP_003046304.1,ECB_03119,b3261,297,TRUE
YP_003046305.1,ECB_03120,b3262,885,TRUE
