locus_tag,Protein_id,Salmonella_locus_tag,Salmonella_Protein_id
ECB_03638,YP_003046813.1,STM3885,NP_462784.1
ECB_03639,YP_003046814.1,STM3886,NP_462785.1
ECB_03640,YP_003046815.1,STM3887,NP_462786.1
ECB_03641,YP_003046816.1,STM3888,NP_462787.1
ECB_03642,YP_003046817.1,STM3897,NP_462788.2
ECB_03643,YP_003046818.1,STM3898,NP_462789.1
ECB_03644,YP_003046819.1,STM3899,NP_462790.1
ECB_03646,YP_003046821.1,STM3901,NP_462792.1
ECB_03647,YP_003046822.1,STM3902,NP_462793.2
ECB_03648,YP_003046823.1,STM3903,NP_462794.1
ECB_03649,YP_003046824.1,STM3904,NP_462795.1
ECB_03650,YP_003046825.1,STM3905,NP_462796.1
ECB_03651,YP_003046826.1,STM3908,NP_462799.1
ECB_03652,YP_003046827.1,STM3909,NP_462800.1
ECB_03653,YP_003046828.1,STM3910,NP_462801.1
ECB_03656,YP_003046830.1,STM3912,NP_462803.1
ECB_03657,YP_003046831.1,STM3913,NP_462804.1
ECB_03658,YP_003046832.1,STM3914,NP_462805.1
ECB_03659,YP_003046833.1,STM3915,NP_462806.1
ECB_03661,YP_003046835.1,STM3917,NP_462807.1
ECB_03662,YP_003046836.1,STM3918,NP_462808.1
ECB_03663,YP_003046837.1,STM3919,NP_462809.1
ECB_03664,YP_003046838.1,STM3920,NP_462810.1
ECB_03665,YP_003046839.1,STM3921,NP_462811.1
ECB_03666,YP_003046840.1,STM3922,NP_462812.1
ECB_03668,YP_003046842.1,STM3924,NP_462814.2
ECB_03669,YP_003046843.1,STM3925,NP_462815.1
ECB_03670,YP_003046844.1,STM3926,NP_462816.1
ECB_03671,YP_003046845.1,STM3927,NP_462817.1
ECB_03672,YP_003046846.1,STM3928,NP_462818.1
ECB_03673,YP_003046847.1,STM3929,NP_462819.1
ECB_03674,YP_003046848.1,STM3930,NP_462820.1
ECB_03677,YP_003046851.1,STM3935,NP_462821.1
ECB_03678,YP_003046852.1,STM3936,NP_462822.1
ECB_03679,YP_003046853.1,STM3937,NP_462823.1
ECB_03680,YP_003046854.1,STM3938,NP_462824.1
ECB_03681,YP_003046855.1,STM3939,NP_462825.1
ECB_03682,YP_003046856.1,STM3943,NP_462829.1
ECB_03684,YP_003046858.1,STM3946,NP_462831.1
ECB_03685,YP_003046859.1,STM3947,NP_462832.2
ECB_03686,YP_003046860.1,STM3948,NP_462833.1
ECB_03687,YP_003046861.1,STM3949,NP_462834.1
ECB_03688,YP_003046862.1,STM3950,NP_462835.1
ECB_03689,YP_003046863.1,STM3951,NP_462836.1
ECB_03696,YP_003046870.1,STM3953,NP_462838.1
ECB_03698,YP_003046872.1,STM3955,NP_462840.1
ECB_03699,YP_003046873.1,STM3956,NP_462841.2
ECB_03700,YP_003046874.1,STM3957,NP_462842.1
ECB_03701,YP_003046875.1,STM3958,NP_462843.1
ECB_03702,YP_003046876.1,STM3959,NP_462844.1
ECB_03703,YP_003046877.1,STM3960,NP_462845.1
ECB_03704,YP_003046878.1,STM3961,NP_462846.1
ECB_03705,YP_003046879.1,STM3962,NP_462847.1
ECB_03706,YP_003046880.1,STM3963,NP_462848.1
ECB_03707,YP_003046881.1,STM3964,NP_462849.1
ECB_03708,YP_003046882.1,STM3965,NP_462850.1
ECB_03717,YP_003046891.1,STM3967,NP_462852.1
ECB_03718,YP_003046892.1,STM3968,NP_462853.1
ECB_03725,YP_003046899.1,STM3969,NP_462854.1
ECB_03726,YP_003046900.1,STM3970,NP_462855.1
ECB_03727,YP_003046901.1,STM3971,NP_462856.1
ECB_03728,YP_003046902.1,STM3972,NP_462857.1
ECB_03729,YP_003046903.1,STM3973,NP_462858.1
ECB_03730,YP_003046904.1,STM3974,NP_462859.1
ECB_03731,YP_003046905.1,STM3975,NP_462860.1
ECB_03733,YP_003046907.1,STM3977,NP_462862.1
ECB_03734,YP_003046908.1,STM3978,NP_462863.1
ECB_03735,YP_003046909.1,STM3979,NP_462864.1
ECB_03736,YP_003046910.1,STM3982,NP_462867.1
ECB_03737,YP_003046911.1,STM3983,NP_462868.1
ECB_03738,YP_003046912.1,STM3984,NP_462869.1
ECB_03739,YP_003046913.1,STM3985,NP_462870.1
ECB_03740,YP_003046914.1,STM3986,NP_462871.1
ECB_03741,YP_003046915.1,STM3987,NP_462872.1
ECB_03742,YP_003046916.1,STM3993,NP_462873.1
ECB_03743,YP_003046917.1,STM3994,NP_462874.1
ECB_03744,YP_003046918.1,STM3995,NP_462875.1
ECB_03745,YP_003046919.1,STM3996,NP_462876.1
ECB_03746,YP_003046920.1,STM3997,NP_462877.1
ECB_03748,YP_003046922.1,STM3998,NP_462878.1
ECB_03749,YP_003046923.1,STM3999,NP_462879.1
ECB_03750,YP_003046924.1,STM4001,NP_462881.1
ECB_03751,YP_003046925.1,STM4003,NP_462883.1
ECB_03752,YP_003046926.1,STM4004,NP_462884.1
ECB_03753,YP_003046927.1,STM4005,NP_462885.1
ECB_03754,YP_003046928.1,STM4006,NP_462886.1
ECB_03755,YP_003046929.1,STM4007,NP_462887.1
ECB_03756,YP_003046930.1,STM4009,NP_462889.1
ECB_03760,YP_003046934.1,STM4016,NP_462896.1
ECB_03762,YP_003046936.1,STM4018,NP_462898.1
ECB_03763,YP_003046937.1,STM4019,NP_462899.1
ECB_03765,YP_003046939.1,STM4021,NP_462901.1
ECB_03766,YP_003046940.1,STM4022,NP_462902.1
ECB_03767,YP_003046941.1,STM4023,NP_462903.1
ECB_03769,YP_003046943.1,STM4025,NP_462905.1
ECB_03770,YP_003046944.1,STM4026,NP_462906.1
ECB_03771,YP_003046945.1,STM4027,NP_462907.1
ECB_03772,YP_003046946.1,STM4028,NP_462908.1
ECB_03776,YP_003046949.1,STM4034,NP_462914.1
ECB_03777,YP_003046950.1,STM4035,NP_462915.1
ECB_03778,YP_003046951.1,STM4036,NP_462916.1
ECB_03780,YP_003046953.1,STM4038,NP_462918.1
ECB_03781,YP_003046954.1,STM4040,NP_462920.1
ECB_03786,YP_003046959.1,STM2816,NP_461742.1
ECB_03787,YP_003046960.1,STM4043,NP_462924.1
ECB_03788,YP_003046961.1,STM4045,NP_462926.1
ECB_03789,YP_003046962.1,STM4046,NP_462927.1
ECB_03790,YP_003046963.1,STM4047,NP_462928.1
ECB_03791,YP_003046964.1,STM4048,NP_462929.1
ECB_03792,YP_003046965.1,STM4049,NP_462930.1
ECB_03793,YP_003046966.1,STM4050,NP_462931.1
ECB_03794,YP_003046967.1,STM4055,NP_462936.1
ECB_03797,YP_003046970.1,STM4058,NP_462939.1
ECB_03798,YP_003046971.1,STM4059,NP_462940.1
ECB_03799,YP_003046972.1,STM4060,NP_462941.1
ECB_03800,YP_003046973.1,STM4061,NP_462942.1
ECB_03801,YP_003046974.1,STM4062,NP_462943.1
ECB_03802,YP_003046975.1,STM4063,NP_462944.1
ECB_03803,YP_003046976.1,STM4064,NP_462945.1
ECB_03804,YP_003046977.1,STM4081,NP_462962.1
ECB_03805,YP_003046978.1,STM4082,NP_462963.1
ECB_03806,YP_003046979.1,STM4083,NP_462964.1
ECB_03809,YP_003046982.1,STM4084,NP_462965.1
ECB_03810,YP_003046983.1,STM4085,NP_462966.1
ECB_03811,YP_003046984.1,STM4086,NP_462967.1
ECB_03812,YP_003046985.1,STM4087,NP_462968.1
ECB_03813,YP_003046986.1,STM4088,NP_462969.1
ECB_03814,YP_003046987.1,STM4089,NP_462970.1
ECB_03815,YP_003046988.1,STM4090,NP_462971.1
ECB_03816,YP_003046989.1,STM4091,NP_462972.1
ECB_03817,YP_003046990.1,STM4092,NP_462973.1
ECB_03818,YP_003046991.1,STM4093,NP_462974.1
ECB_03819,YP_003046992.1,STM4094,NP_462975.1
ECB_03820,YP_003046993.1,STM4095,NP_462976.1
ECB_03821,YP_003046994.1,STM4096,NP_462977.1
ECB_03822,YP_003046995.1,STM4097,NP_462978.1
ECB_03824,YP_003046997.1,STM4099,NP_462980.1
ECB_03825,YP_003046998.1,STM4100,NP_462981.1
ECB_03826,YP_003046999.1,STM4101,NP_462982.1
ECB_03827,YP_003047000.1,STM4105,NP_462986.1
ECB_03828,YP_003047001.1,STM4106,NP_462987.1
ECB_03830,YP_003047003.1,STM4107,NP_462988.1
ECB_03831,YP_003047004.1,STM4108,NP_462989.1
ECB_03832,YP_003047005.1,STM4109,NP_462990.1
ECB_03834,YP_003047007.1,STM4112,NP_462992.1
ECB_03835,YP_003047008.1,STM4113,NP_462993.1
ECB_03836,YP_003047009.1,STM4114,NP_462994.1
ECB_03837,YP_003047010.1,STM4115,NP_462995.1
ECB_03838,YP_003047011.1,STM4116,NP_462996.1
ECB_03839,YP_003047012.1,STM4117,NP_462997.1
ECB_03840,YP_003047013.1,STM4118,NP_462998.1
ECB_03841,YP_003047014.1,STM4119,NP_462999.1
ECB_03842,YP_003047015.1,STM4120,NP_463000.1
ECB_03843,YP_003047016.1,STM4121,NP_463001.1
ECB_03844,YP_003047017.1,STM4122,NP_463002.2
ECB_03845,YP_003047018.1,STM4123,NP_463003.1
ECB_03846,YP_003047019.1,STM4125,NP_463004.1
ECB_03847,YP_003047020.1,STM4126,NP_463005.1
ECB_03848,YP_003047021.1,STM4127,NP_463006.2
ECB_03849,YP_003047022.1,STM4128,NP_463007.1
ECB_03850,YP_003047023.1,STM4129,NP_463008.1
ECB_03851,YP_003047024.1,STM4130,NP_463009.1
ECB_03852,YP_003047025.1,STM4131,NP_463010.1
ECB_03853,YP_003047026.1,STM4137,NP_463011.1
ECB_03854,YP_003047027.1,STM4138,NP_463012.1
ECB_03855,YP_003047028.1,STM4139,NP_463013.1
ECB_03857,YP_003047030.1,STM4147,NP_463016.1
ECB_03858,YP_003047031.1,STM4148,NP_463017.1
ECB_03859,YP_003047032.1,STM4149,NP_463018.1
ECB_03860,YP_003047033.1,STM4150,NP_463019.1
ECB_03861,YP_003047034.1,STM4151,NP_463020.1
ECB_03862,YP_003047035.1,STM4152,NP_463021.1
ECB_03863,YP_003047036.1,STM4153,NP_463022.1
ECB_03864,YP_003047037.1,STM4154,NP_463023.1
ECB_03866,YP_003047039.1,STM4159,NP_463028.1
ECB_03867,YP_003047040.1,STM4160,NP_463029.1
ECB_03868,YP_003047041.1,STM4161,NP_463030.1
ECB_03869,YP_003047042.1,STM4162,NP_463031.1
ECB_03870,YP_003047043.1,STM4163,NP_463032.1
ECB_03871,YP_003047044.1,STM4164,NP_463033.1
ECB_03872,YP_003047045.1,STM4165,NP_463034.1
ECB_03873,YP_003047046.1,STM4166,NP_463035.1
ECB_03874,YP_003047047.1,STM4167,NP_463036.1
ECB_03875,YP_003047048.1,STM4168,NP_463037.1
ECB_03876,YP_003047049.1,STM4169,NP_463038.1
ECB_03877,YP_003047050.1,STM4170,NP_463039.1
ECB_03878,YP_003047051.1,STM4171,NP_463040.1
ECB_03879,YP_003047052.1,STM4172,NP_463041.1
ECB_03880,YP_003047053.1,STM4173,NP_463042.1
ECB_03881,YP_003047054.1,STM4174,NP_463043.1
ECB_03882,YP_003047055.1,STM4175,NP_463044.1
ECB_03883,YP_003047056.1,STM4176,NP_463045.1
ECB_03884,YP_003047057.1,STM4181,NP_463046.1
ECB_03885,YP_003047058.1,STM4182,NP_463047.1
ECB_03886,YP_003047059.1,STM4183,NP_463048.1
ECB_03887,YP_003047060.1,STM4184,NP_463049.1
ECB_03888,YP_003047061.1,STM4185,NP_463050.1
ECB_03890,YP_003047062.1,STM4187,NP_463052.1
ECB_03892,YP_003047064.1,STM4189,NP_463054.1
ECB_03893,YP_003047065.1,STM4190,NP_463055.1
ECB_03894,YP_003047066.1,STM4193,NP_463058.1
ECB_03895,YP_003047067.1,STM4194,NP_463059.1
ECB_03896,YP_003047068.1,STM4220,NP_463085.1
ECB_03897,YP_003047069.1,STM4221,NP_463086.1
ECB_03899,YP_003047071.1,STM4223,NP_463088.2
ECB_03900,YP_003047072.1,STM4224,NP_463089.1
ECB_03902,YP_003047074.1,STM4226,NP_463091.1
ECB_03904,YP_003047076.1,STM4227,NP_463092.1
ECB_03905,YP_003047077.1,STM4228,NP_463093.1
ECB_03906,YP_003047078.1,STM4229,NP_463094.2
ECB_03907,YP_003047079.1,STM4230,NP_463095.1
ECB_03908,YP_003047080.1,STM4231,NP_463096.1
ECB_03909,YP_003047081.1,STM4232,NP_463097.1
ECB_03911,YP_003047083.1,STM4233,NP_463098.1
ECB_03912,YP_003047084.1,STM4234,NP_463099.1
ECB_03913,YP_003047085.1,STM4235,NP_463100.1
ECB_03914,YP_003047086.1,STM4236,NP_463101.1
ECB_03915,YP_003047087.1,STM4237,NP_463102.1
ECB_03916,YP_003047088.1,STM4238,NP_463103.1
ECB_03917,YP_003047089.1,STM4240,NP_463105.1
ECB_03918,YP_003047090.1,STM4241,NP_463106.1
ECB_03921,YP_003047093.1,STM4243,NP_463108.1
ECB_03922,YP_003047094.1,STM4244,NP_463109.1
ECB_03923,YP_003047095.1,STM4245,NP_463110.1
ECB_03924,YP_003047096.1,STM4246,NP_463111.1
ECB_03925,YP_003047097.1,STM4247,NP_463112.1
ECB_03926,YP_003047098.1,STM4248,NP_463113.1
ECB_03927,YP_003047099.1,STM4249,NP_463114.1
ECB_03928,YP_003047100.1,STM4250,NP_463115.1
ECB_03929,YP_003047101.1,STM4251,NP_463116.1
ECB_03930,YP_003047102.1,STM4254,NP_463119.1
ECB_03931,YP_003047103.1,STM4256,NP_463121.1
ECB_03932,YP_003047104.1,STM4263,NP_463128.1
ECB_03934,YP_003047105.1,STM4265,NP_463130.1
ECB_03935,YP_003047106.1,STM4266,NP_463131.1
ECB_03936,YP_003047107.1,STM4268,NP_463133.1
ECB_03937,YP_003047108.1,STM4269,NP_463134.1
ECB_03939,YP_003047110.1,STM4273,NP_463138.1
ECB_03940,YP_003047111.1,STM4274,NP_463139.1
ECB_03941,YP_003047112.1,STM4275,NP_463140.1
ECB_03942,YP_003047113.1,STM4277,NP_463142.1
ECB_03944,YP_003047115.1,STM4279,NP_463144.1
ECB_03945,YP_003047116.1,STM4280,NP_463145.1
ECB_03946,YP_003047117.1,STM4281,NP_463146.1
ECB_03948,YP_003047119.1,STM4282,NP_463147.1
ECB_03949,YP_003047120.1,STM4283,NP_463148.1
ECB_03950,YP_003047121.1,STM4284,NP_463149.1
ECB_03951,YP_003047122.1,STM4285,NP_463150.1
ECB_03978,YP_003047149.1,STM4288,NP_463153.1
ECB_03979,YP_003047150.1,STM4289,NP_463154.1
ECB_03982,YP_003047153.1,STM4290,NP_463155.1
ECB_03983,YP_003047154.1,STM4291,NP_463156.1
ECB_03984,YP_003047155.1,STM4292,NP_463157.1
ECB_03985,YP_003047156.1,STM4293,NP_463158.1
ECB_03986,YP_003047157.1,STM4294,NP_463159.1
ECB_03987,YP_003047158.1,STM4295,NP_463160.1
ECB_03988,YP_003047159.1,STM4296,NP_463161.1
ECB_03989,YP_003047160.1,STM4297,NP_463162.1
ECB_03990,YP_003047161.1,STM4298,NP_463163.1
ECB_03991,YP_003047162.1,STM4299,NP_463164.1
ECB_03994,YP_003047165.1,STM4301,NP_463166.1
ECB_03995,YP_003047166.1,STM4303,NP_463168.1
ECB_04001,YP_003047171.1,STM2560,NP_461495.1
ECB_04003,YP_003047173.1,STM2558,NP_461493.1
ECB_04004,YP_003047174.1,STM2557,NP_461492.1
ECB_04005,YP_003047175.1,STM4322,NP_463186.1
ECB_04006,YP_003047176.1,STM4323,NP_463187.1
ECB_04007,YP_003047177.1,STM4324,NP_463188.1
ECB_04008,YP_003047178.1,STM4325,NP_463189.1
ECB_04009,YP_003047179.1,STM4326,NP_463190.1
ECB_04010,YP_003047180.1,STM4327,NP_463191.2
ECB_04011,YP_003047181.1,STM4328,NP_463192.1
ECB_04012,YP_003047182.1,STM4329,NP_463193.1
ECB_04013,YP_003047183.1,STM4330,NP_463194.1
ECB_04014,YP_003047184.1,STM4331,NP_463195.1
ECB_04015,YP_003047185.1,STM4332,NP_463196.1
ECB_04016,YP_003047186.1,STM4333,NP_463197.1
ECB_04017,YP_003047187.1,STM4334,NP_463198.1
ECB_04020,YP_003047190.1,STM4338,NP_463202.1
ECB_04021,YP_003047191.1,STM4339,NP_463203.1
ECB_04023,YP_003047193.1,STM4340,NP_463204.1
ECB_04024,YP_003047194.1,STM4341,NP_463205.1
ECB_04025,YP_003047195.1,STM4342,NP_463206.1
ECB_04026,YP_003047196.1,STM4343,NP_463207.1
ECB_04027,YP_003047197.1,STM4344,NP_463208.1
ECB_04028,YP_003047198.1,STM4345,NP_463209.1
ECB_04029,YP_003047199.1,STM4347,NP_463211.1
ECB_04030,YP_003047200.1,STM4348,NP_463212.1
ECB_04031,YP_003047201.1,STM4349,NP_463213.2
ECB_04032,YP_003047202.1,STM4350,NP_463214.1
ECB_04034,YP_003047204.1,STM4356,NP_463217.1
ECB_04035,YP_003047205.1,STM4357,NP_463218.1
ECB_04036,YP_003047206.1,STM4358,NP_463219.1
ECB_04037,YP_003047207.1,STM4359,NP_463220.1
ECB_04038,YP_003047208.1,STM4360,NP_463221.1
ECB_04039,YP_003047209.1,STM4361,NP_463222.1
ECB_04040,YP_003047210.1,STM4362,NP_463223.1
ECB_04041,YP_003047211.1,STM4363,NP_463224.1
ECB_04042,YP_003047212.1,STM4364,NP_463225.1
ECB_04043,YP_003047213.1,STM4365,NP_463226.1
ECB_04044,YP_003047214.1,STM4366,NP_463227.1
ECB_04045,YP_003047215.1,STM4367,NP_463228.1
ECB_04046,YP_003047216.1,STM4368,NP_463229.1
ECB_04047,YP_003047217.1,STM4369,NP_463230.1
ECB_04048,YP_003047218.1,STM4370,NP_463231.1
ECB_04049,YP_003047219.1,STM4371,NP_463232.1
ECB_04050,YP_003047220.1,STM4373,NP_463234.2
ECB_04051,YP_003047221.1,STM4374,NP_463235.1
ECB_04052,YP_003047222.1,STM4375,NP_463236.1
ECB_04053,YP_003047223.1,STM4376,NP_463237.1
ECB_04054,YP_003047224.1,STM4377,NP_463238.3
ECB_04055,YP_003047225.1,STM4378,NP_463239.1
ECB_04056,YP_003047226.1,STM4379,NP_463240.1
ECB_04057,YP_003047227.1,STM4380,NP_463241.1
ECB_04058,YP_003047228.1,STM4381,NP_463242.1
ECB_04059,YP_003047229.1,STM4382,NP_463243.1
ECB_04061,YP_003047231.1,STM4384,NP_463245.1
ECB_04062,YP_003047232.1,STM4385,NP_463246.1
ECB_04063,YP_003047233.1,STM4386,NP_463247.1
ECB_04064,YP_003047234.1,STM4387,NP_463248.1
ECB_04065,YP_003047235.1,STM4388,NP_463249.1
ECB_04066,YP_003047236.1,STM4389,NP_463250.1
ECB_04067,YP_003047237.1,STM4391,NP_463252.1
ECB_04068,YP_003047238.1,STM4392,NP_463253.1
ECB_04069,YP_003047239.1,STM4393,NP_463254.1
ECB_04070,YP_003047240.1,STM4394,NP_463255.1
ECB_04071,YP_003047241.1,STM3134,NP_462049.1
ECB_04078,YP_003047248.1,STM4396,NP_463257.1
ECB_04079,YP_003047249.1,STM4397,NP_463258.2
ECB_04080,YP_003047250.1,STM4398,NP_463259.1
ECB_04081,YP_003047251.1,STM4399,NP_463260.1
ECB_04082,YP_003047252.1,STM4400,NP_463261.1
ECB_04083,YP_003047253.1,STM4401,NP_463262.1
ECB_04084,YP_003047254.1,STM4402,NP_463263.1
ECB_04085,YP_003047255.1,STM4403,NP_463264.1
ECB_04086,YP_003047256.1,STM4404,NP_463265.1
ECB_04087,YP_003047257.1,STM4405,NP_463266.1
ECB_04089,YP_003047259.1,STM4407,NP_463268.1
ECB_04090,YP_003047260.1,STM4408,NP_463269.1
ECB_04091,YP_003047261.1,STM4409,NP_463270.1
ECB_04092,YP_003047262.1,STM4410,NP_463271.1
ECB_04095,YP_003047265.1,STM4414,NP_463275.1
ECB_04100,YP_003047270.1,STM4415,NP_463276.1
ECB_04101,YP_003047271.1,STM4416,NP_463277.1
ECB_04102,YP_003047272.1,STM4437,NP_463298.1
ECB_04103,YP_003047273.1,STM4438,NP_463299.1
ECB_04105,YP_003047274.1,STM4451,NP_463312.1
ECB_04106,YP_003047275.1,STM4452,NP_463313.1
ECB_04107,YP_003047276.1,STM4453,NP_463314.1
ECB_04109,YP_003047278.1,STM4455,NP_463315.1
ECB_04111,YP_003047280.1,STM4458,NP_463318.1
ECB_04112,YP_003047281.1,STM4459,NP_463319.1
ECB_04113,YP_003047282.1,STM4460,NP_463320.1
ECB_04115,YP_003047284.1,STM1549,NP_460509.1
ECB_04116,YP_003047285.1,STM1675,NP_460633.1
ECB_04117,YP_003047286.1,STM1674,NP_460632.1
ECB_04118,YP_003047287.1,STM4468,NP_463328.1
ECB_04120,YP_003047289.1,STM4469,NP_463329.1
ECB_04121,YP_003047290.1,STM4470,NP_463330.1
ECB_04122,YP_003047291.1,STM4473,NP_463333.1
ECB_04123,YP_003047292.1,STM4474,NP_463334.1
ECB_04124,YP_003047293.1,STM4475,NP_463335.1
ECB_04126,YP_003047295.1,STM4477,NP_463337.1
ECB_04127,YP_003047296.1,STM4479,NP_463339.1
ECB_04128,YP_003047297.1,STM4480,NP_463340.1
ECB_04130,YP_003047299.1,STM4481,NP_463341.1
ECB_04131,YP_003047300.1,STM4482,NP_463342.1
ECB_04132,YP_003047301.1,STM4483,NP_463343.1
ECB_04133,YP_003047302.1,STM4484,NP_463344.1
ECB_04134,YP_003047303.1,STM4485,NP_463345.1
ECB_04135,YP_003047304.1,STM4486,NP_463346.1
ECB_04141,YP_003047309.1,STM1132,NP_460104.1
ECB_04142,YP_003047310.1,STM1133,NP_460105.1
ECB_04165,YP_003047329.1,STM1618,NP_460577.1
ECB_04166,YP_003047330.1,STM1617,NP_460576.1
ECB_04167,YP_003047331.1,STM1616,NP_460575.1
ECB_04168,YP_003047332.1,STM1615,NP_460574.1
ECB_04169,YP_003047333.1,STM1614,NP_460573.1
ECB_04170,YP_003047334.1,STM1613,NP_460572.1
ECB_04171,YP_003047335.1,STM1612,NP_460571.1
ECB_04174,YP_003047338.1,STM4501,NP_463360.1
ECB_04177,YP_003047340.1,STM1130,NP_460102.1
ECB_04191,YP_003047353.1,STM3135,NP_462050.1
ECB_04192,YP_003047354.1,STM3136,NP_462051.1
ECB_04193,YP_003047355.1,STM4507,NP_463366.1
ECB_04195,YP_003047357.1,STM3130,NP_462045.1
ECB_04196,YP_003047358.1,STM4511,NP_463370.1
ECB_04197,YP_003047359.1,STM4512,NP_463371.1
ECB_04198,YP_003047360.1,STM4513,NP_463372.1
ECB_04201,YP_003047363.1,STM4515,NP_463374.1
ECB_04205,YP_003047367.1,STM4516,NP_463375.1
ECB_04206,YP_003047368.1,STM4517,NP_463376.1
ECB_04213,YP_003047374.1,STM4523,NP_463382.1
ECB_04214,YP_003047375.1,STM4524,NP_463383.1
ECB_04215,YP_003047376.1,STM4525,NP_463384.1
ECB_04216,YP_003047377.1,STM4526,NP_463385.1
ECB_04217,YP_003047378.1,STM4527,NP_463386.1
ECB_04218,YP_003047379.1,STM4530,NP_463389.1
ECB_04219,YP_003047380.1,STM4531,NP_463390.1
ECB_04221,YP_003047382.1,STM1098,NP_460071.1
ECB_04222,YP_003047383.1,STM1099,NP_460072.1
ECB_04223,YP_003047384.1,STM1108,NP_460081.1
ECB_04224,YP_003047385.1,STM1107,NP_460080.1
ECB_04225,YP_003047386.1,STM1106,NP_460079.1
ECB_04226,YP_003047387.1,STM1105,NP_460078.1
ECB_04227,YP_003047388.1,STM1104,NP_460077.1
ECB_04228,YP_003047389.1,STM1103,NP_460076.1
ECB_04229,YP_003047390.1,STM1102,NP_460075.1
ECB_04230,YP_003047391.1,STM1101,NP_460074.1
ECB_04231,YP_003047392.1,STM1100,NP_460073.1
ECB_04232,YP_003047393.1,STM4533,NP_463392.1
ECB_04236,YP_003047396.1,STM4541,NP_463400.2
ECB_04237,YP_003047397.1,STM4542,NP_463401.1
ECB_04238,YP_003047398.1,STM4543,NP_463402.1
ECB_04239,YP_003047399.1,STM4544,NP_463403.1
ECB_04240,YP_003047400.1,STM4545,NP_463404.1
ECB_04241,YP_003047401.1,STM4546,NP_463405.1
ECB_04242,YP_003047402.1,STM4547,NP_463406.1
ECB_04243,YP_003047403.1,STM4548,NP_463407.2
ECB_04244,YP_003047404.1,STM4550,NP_463409.1
ECB_04245,YP_003047405.1,STM4552,NP_463411.1
ECB_04246,YP_003047406.1,STM4556,NP_463412.1
ECB_04247,YP_003047407.1,STM4557,NP_463413.1
ECB_04248,YP_003047408.1,STM4558,NP_463414.1
ECB_04250,YP_003047410.1,STM4560,NP_463416.1
ECB_04251,YP_003047411.1,STM4561,NP_463417.1
ECB_04253,YP_003047413.1,STM4563,NP_463419.1
ECB_04254,YP_003047414.1,STM4564,NP_463420.1
ECB_04255,YP_003047415.1,STM4565,NP_463421.1
ECB_04256,YP_003047416.1,STM4566,NP_463422.1
ECB_04257,YP_003047417.1,STM4567,NP_463423.1
ECB_04258,YP_003047418.1,STM4568,NP_463424.1
ECB_04259,YP_003047419.1,STM4569,NP_463425.1
ECB_04260,YP_003047420.1,STM4570,NP_463426.1
ECB_04262,YP_003047422.1,STM4576,NP_463432.1
ECB_04263,YP_003047423.1,STM4577,NP_463433.1
ECB_04264,YP_003047424.1,STM4578,NP_463434.1
ECB_04265,YP_003047425.1,STM4579,NP_463435.1
ECB_04267,YP_003047427.1,STM4581,NP_463437.1
ECB_04268,YP_003047428.1,STM4582,NP_463438.2
ECB_04269,YP_003047429.1,STM4583,NP_463439.1
ECB_04270,YP_003047430.1,STM4584,NP_463440.1
ECB_04271,YP_003047431.1,STM4585,NP_463441.1
ECB_04272,YP_003047432.1,STM4586,NP_463442.1
ECB_04273,YP_003047433.1,STM4587,NP_463443.1
ECB_04274,YP_003047434.1,STM4588,NP_463444.1
ECB_04275,YP_003047435.1,STM4589,NP_463445.1
ECB_04277,YP_003047436.1,STM4598,NP_463454.1
ECB_04279,YP_003047438.1,STM4600,NP_463456.1
