lcl|NC_012967.1_cdsid_YP_003047245.1	lcl|NC_003197.1_prot_NP_463288.1_4286
lcl|NC_012967.1_cdsid_YP_003043448.1	lcl|NC_003197.1_prot_NP_459310.1_306
lcl|NC_012967.1_cdsid_YP_003046215.1	lcl|NC_003197.1_prot_NP_462194.1_3194
lcl|NC_012967.1_cdsid_YP_003045852.1	lcl|NC_003197.1_prot_NP_461907.1_2906
lcl|NC_012967.1_cdsid_YP_003043635.1	lcl|NC_003197.1_prot_NP_459466.1_460
lcl|NC_012967.1_cdsid_YP_003043968.1	lcl|NC_003197.1_prot_NP_459782.1_771
lcl|NC_012967.1_cdsid_YP_003047120.1	lcl|NC_003197.1_prot_NP_463148.1_4146
lcl|NC_012967.1_cdsid_YP_003046409.1	lcl|NC_003197.1_prot_NP_462501.1_3501
lcl|NC_012967.1_cdsid_YP_003046799.1	lcl|NC_003197.1_prot_NP_462771.1_3769
lcl|NC_012967.1_cdsid_YP_003046728.1	lcl|NC_003197.1_prot_NP_462687.1_3686
lcl|NC_012967.1_cdsid_YP_003047257.1	lcl|NC_003197.1_prot_NP_463266.1_4265
lcl|NC_012967.1_cdsid_YP_003046993.1	lcl|NC_003197.1_prot_NP_462976.1_3973
lcl|NC_012967.1_cdsid_YP_003044768.1	lcl|NC_003197.1_prot_NP_460443.1_1446
lcl|NC_012967.1_cdsid_YP_003047099.1	lcl|NC_003197.1_prot_NP_463114.1_4112
lcl|NC_012967.1_cdsid_YP_003045492.1	lcl|NC_003197.1_prot_NP_461349.1_2349
lcl|NC_012967.1_cdsid_YP_003044473.1	lcl|NC_003197.1_prot_NP_460662.1_1663
lcl|NC_012967.1_cdsid_YP_003045355.1	lcl|NC_003197.1_prot_NP_461221.1_2220
lcl|NC_012967.1_cdsid_YP_003045214.1	lcl|NC_003197.1_prot_NP_462171.1_3171
lcl|NC_012967.1_cdsid_YP_003044236.1	lcl|NC_003197.1_prot_NP_460097.1_1095
lcl|NC_012967.1_cdsid_YP_003043735.1	lcl|NC_003197.1_prot_NP_461545.1_2544
lcl|NC_012967.1_cdsid_YP_003046152.1	lcl|NC_003197.1_prot_NP_462143.1_3143
lcl|NC_012967.1_cdsid_YP_003046960.1	lcl|NC_003197.1_prot_NP_462924.1_3921
lcl|NC_012967.1_cdsid_YP_003046149.1	lcl|NC_003197.1_prot_NP_462140.1_3140
lcl|NC_012967.1_cdsid_YP_003044145.1	lcl|NC_003197.1_prot_NP_459968.1_964
lcl|NC_012967.1_cdsid_YP_003043805.1	lcl|NC_003197.1_prot_NP_459614.1_606
lcl|NC_012967.1_cdsid_YP_003045684.1	lcl|NC_003197.1_prot_NP_461603.1_2603
lcl|NC_012967.1_cdsid_YP_003045687.1	lcl|NC_003197.1_prot_NP_461606.1_2606
lcl|NC_012967.1_cdsid_YP_003047248.1	lcl|NC_003197.1_prot_NP_463257.1_4256
lcl|NC_012967.1_cdsid_YP_003046348.1	lcl|NC_003197.1_prot_NP_462336.1_3337
lcl|NC_012967.1_cdsid_YP_003045585.1	lcl|NC_003197.1_prot_NP_461438.1_2439
lcl|NC_012967.1_cdsid_YP_003044369.1	lcl|NC_003197.1_prot_NP_461546.1_2545
lcl|NC_012967.1_cdsid_YP_003045613.1	lcl|NC_003197.1_prot_NP_461479.1_2478
lcl|NC_012967.1_cdsid_YP_003045417.1	lcl|NC_003197.1_prot_NP_461289.1_2289
lcl|NC_012967.1_cdsid_YP_003044109.1	lcl|NC_003197.1_prot_NP_459933.1_929
lcl|NC_012967.1_cdsid_YP_003043410.1	lcl|NC_003197.1_prot_NP_459235.1_231
lcl|NC_012967.1_cdsid_YP_003045270.1	lcl|NC_003197.1_prot_NP_461133.1_2131
lcl|NC_012967.1_cdsid_YP_003047429.1	lcl|NC_003197.1_prot_NP_463439.1_4434
lcl|NC_012967.1_cdsid_YP_003045034.1	lcl|NC_003197.1_prot_NP_460858.1_1857
lcl|NC_012967.1_cdsid_YP_003043623.1	lcl|NC_003197.1_prot_NP_459452.1_446
lcl|NC_012967.1_cdsid_YP_003047422.1	lcl|NC_003197.1_prot_NP_463432.1_4427
lcl|NC_012967.1_cdsid_YP_003046766.1	lcl|NC_003197.1_prot_NP_462743.1_3741
lcl|NC_012967.1_cdsid_YP_003043537.1	lcl|NC_003197.1_prot_NP_460586.1_1588
lcl|NC_012967.1_cdsid_YP_003045682.1	lcl|NC_003197.1_prot_NP_461602.1_2602
lcl|NC_012967.1_cdsid_YP_003047136.1	lcl|NC_003197.1_prot_NP_463152.2_4150
lcl|NC_012967.1_cdsid_YP_003045022.1	lcl|NC_003197.1_prot_NP_460845.1_1844
lcl|NC_012967.1_cdsid_YP_003046527.1	lcl|NC_003197.1_prot_NP_462493.1_3493
lcl|NC_012967.1_cdsid_YP_003043608.1	lcl|NC_003197.1_prot_NP_459438.1_432
lcl|NC_012967.1_cdsid_YP_003047182.1	lcl|NC_003197.1_prot_NP_463193.1_4192
lcl|NC_012967.1_cdsid_YP_003045415.1	lcl|NC_003197.1_prot_NP_461281.1_2280
lcl|NC_012967.1_cdsid_YP_003046603.1	lcl|NC_003197.1_prot_NP_462564.1_3564
lcl|NC_012967.1_cdsid_YP_003045169.1	lcl|NC_003197.1_prot_NP_461070.1_2068
lcl|NC_012967.1_cdsid_YP_003045154.1	lcl|NC_003197.1_prot_NP_461055.1_2053
lcl|NC_012967.1_cdsid_YP_003043955.1	lcl|NC_003197.1_prot_NP_461175.1_2174
lcl|NC_012967.1_cdsid_YP_003043631.1	lcl|NC_003197.1_prot_NP_459461.1_455
lcl|NC_012967.1_cdsid_YP_003043913.1	lcl|NC_003197.1_prot_NP_459728.1_718
lcl|NC_012967.1_cdsid_YP_003043305.1	lcl|NC_003197.1_prot_NP_459118.1_113
lcl|NC_012967.1_cdsid_YP_003043296.1	lcl|NC_003197.1_prot_NP_459110.1_105
lcl|NC_012967.1_cdsid_YP_003043546.1	lcl|NC_003197.1_prot_NP_459367.1_363
lcl|NC_012967.1_cdsid_YP_003046905.1	lcl|NC_003197.1_prot_NP_462860.1_3858
lcl|NC_012967.1_cdsid_YP_003044400.1	lcl|NC_003197.1_prot_NP_460733.1_1734
lcl|NC_012967.1_cdsid_YP_003043657.1	lcl|NC_003197.1_prot_NP_459489.1_483
lcl|NC_012967.1_cdsid_YP_003044096.1	lcl|NC_003197.1_prot_NP_459914.1_910
lcl|NC_012967.1_cdsid_YP_003043698.1	lcl|NC_003197.1_prot_NP_459528.1_522
lcl|NC_012967.1_cdsid_YP_003044181.1	lcl|NC_003197.1_prot_NP_460046.1_1046
lcl|NC_012967.1_cdsid_YP_003043819.1	lcl|NC_003197.1_prot_NP_459626.1_618
lcl|NC_012967.1_cdsid_YP_003044957.1	lcl|NC_003197.1_prot_NP_460244.1_1248
lcl|NC_012967.1_cdsid_YP_003046997.1	lcl|NC_003197.1_prot_NP_462980.1_3977
lcl|NC_012967.1_cdsid_YP_003045489.1	lcl|NC_003197.1_prot_NP_461344.1_2344
lcl|NC_012967.1_cdsid_YP_003046402.1	lcl|NC_003197.1_prot_NP_462378.1_3379
lcl|NC_012967.1_cdsid_YP_003044911.1	lcl|NC_003197.1_prot_NP_460273.1_1277
lcl|NC_012967.1_cdsid_YP_003045669.1	lcl|NC_003197.1_prot_NP_461588.1_2589
lcl|NC_012967.1_cdsid_YP_003045326.1	lcl|NC_003197.1_prot_NP_461202.1_2201
lcl|NC_012967.1_cdsid_YP_003045536.1	lcl|NC_003197.1_prot_NP_461397.1_2398
lcl|NC_012967.1_cdsid_YP_003045443.1	lcl|NC_003197.1_prot_NP_461323.1_2323
lcl|NC_012967.1_cdsid_YP_003047043.1	lcl|NC_003197.1_prot_NP_463032.1_4030
lcl|NC_012967.1_cdsid_YP_003044645.1	lcl|NC_003197.1_prot_NP_460525.1_1528
lcl|NC_012967.1_cdsid_YP_003046304.1	lcl|NC_003197.1_prot_NP_462295.1_3296
lcl|NC_012967.1_cdsid_YP_003046636.1	lcl|NC_003197.1_prot_NP_462587.1_3587
lcl|NC_012967.1_cdsid_YP_003047183.1	lcl|NC_003197.1_prot_NP_463194.1_4193
lcl|NC_012967.1_cdsid_YP_003046727.1	lcl|NC_003197.1_prot_NP_462686.1_3685
lcl|NC_012967.1_cdsid_YP_003043493.1	lcl|NC_003197.1_prot_NP_461153.1_2151
lcl|NC_012967.1_cdsid_YP_003046505.1	lcl|NC_003197.1_prot_NP_462482.2_3482
lcl|NC_012967.1_cdsid_YP_003047111.1	lcl|NC_003197.1_prot_NP_463139.1_4137
lcl|NC_012967.1_cdsid_YP_003045418.1	lcl|NC_003197.1_prot_NP_461290.1_2290
lcl|NC_012967.1_cdsid_YP_003045086.1	lcl|NC_003197.1_prot_NP_460220.1_1223
lcl|NC_012967.1_cdsid_YP_003046838.1	lcl|NC_003197.1_prot_NP_462810.1_3808
lcl|NC_012967.1_cdsid_YP_003043551.1	lcl|NC_003197.1_prot_NP_459371.1_367
lcl|NC_012967.1_cdsid_YP_003046117.1	lcl|NC_003197.1_prot_NP_462264.1_3264
lcl|NC_012967.1_cdsid_YP_003046220.1	lcl|NC_003197.1_prot_NP_462199.1_3199
lcl|NC_012967.1_cdsid_YP_003046839.1	lcl|NC_003197.1_prot_NP_462811.1_3809
lcl|NC_012967.1_cdsid_YP_003045750.1	lcl|NC_003197.1_prot_NP_461762.1_2761
lcl|NC_012967.1_cdsid_YP_003044045.1	lcl|NC_003197.1_prot_NP_461654.1_2653
lcl|NC_012967.1_cdsid_YP_003044335.1	lcl|NC_003197.1_prot_NP_460191.1_1193
lcl|NC_012967.1_cdsid_YP_003045123.1	lcl|NC_003197.1_prot_NP_461024.1_2022
lcl|NC_012967.1_cdsid_YP_003044039.1	lcl|NC_003197.1_prot_NP_461660.1_2659
lcl|NC_012967.1_cdsid_YP_003045026.1	lcl|NC_003197.1_prot_NP_460849.2_1848
lcl|NC_012967.1_cdsid_YP_003043969.1	lcl|NC_003197.1_prot_NP_459783.2_772
lcl|NC_012967.1_cdsid_YP_003044962.1	lcl|NC_003197.1_prot_NP_460238.1_1241
lcl|NC_012967.1_cdsid_YP_003045743.1	lcl|NC_003197.1_prot_NP_461755.1_2754
lcl|NC_012967.1_cdsid_YP_003045409.1	lcl|NC_003197.1_prot_NP_461275.1_2274
lcl|NC_012967.1_cdsid_YP_003043312.1	lcl|NC_003197.1_prot_NP_459125.1_121
lcl|NC_012967.1_cdsid_YP_003044434.1	lcl|NC_003197.1_prot_NP_460701.1_1703
lcl|NC_012967.1_cdsid_YP_003044319.1	lcl|NC_003197.1_prot_NP_460177.1_1179
lcl|NC_012967.1_cdsid_YP_003047230.1	lcl|NC_003197.1_prot_NP_463244.2_4243
lcl|NC_012967.1_cdsid_YP_003044518.1	lcl|NC_003197.1_prot_NP_460622.1_1623
lcl|NC_012967.1_cdsid_YP_003044051.1	lcl|NC_003197.1_prot_NP_461650.1_2649
lcl|NC_012967.1_cdsid_YP_003043402.1	lcl|NC_003197.1_prot_NP_459227.1_223
lcl|NC_012967.1_cdsid_YP_003046687.1	lcl|NC_003197.1_prot_NP_462643.1_3643
lcl|NC_012967.1_cdsid_YP_003046795.1	lcl|NC_003197.1_prot_NP_462767.1_3765
lcl|NC_012967.1_cdsid_YP_003044079.1	lcl|NC_003197.1_prot_NP_459856.1_845
lcl|NC_012967.1_cdsid_YP_003043244.1	lcl|NC_003197.1_prot_NP_459018.1_13
lcl|NC_012967.1_cdsid_YP_003045850.1	lcl|NC_003197.1_prot_NP_461904.1_2903
lcl|NC_012967.1_cdsid_YP_003046223.1	lcl|NC_003197.1_prot_NP_462202.2_3202
lcl|NC_012967.1_cdsid_YP_003044380.1	lcl|NC_003197.1_prot_NP_460758.1_1759
lcl|NC_012967.1_cdsid_YP_003045084.1	lcl|NC_003197.1_prot_NP_462288.1_3289
lcl|NC_012967.1_cdsid_YP_003045942.1	lcl|NC_003197.1_prot_NP_461982.1_2983
lcl|NC_012967.1_cdsid_YP_003046754.1	lcl|NC_003197.1_prot_NP_462730.1_3728
lcl|NC_012967.1_cdsid_YP_003046298.1	lcl|NC_003197.1_prot_NP_462289.1_3290
lcl|NC_012967.1_cdsid_YP_003045389.1	lcl|NC_003197.1_prot_NP_461229.2_2228
lcl|NC_012967.1_cdsid_YP_003043342.1	lcl|NC_003197.1_prot_NP_459157.1_153
lcl|NC_012967.1_cdsid_YP_003045335.1	lcl|NC_003197.1_prot_NP_461210.1_2209
lcl|NC_012967.1_cdsid_YP_003044884.1	lcl|NC_003197.1_prot_NP_460302.1_1305
lcl|NC_012967.1_cdsid_YP_003047049.1	lcl|NC_003197.1_prot_NP_463038.1_4036
lcl|NC_012967.1_cdsid_YP_003047256.1	lcl|NC_003197.1_prot_NP_463265.1_4264
lcl|NC_012967.1_cdsid_YP_003044339.1	lcl|NC_003197.1_prot_NP_460193.1_1195
lcl|NC_012967.1_cdsid_YP_003046580.1	lcl|NC_003197.1_prot_NP_462543.1_3543
lcl|NC_012967.1_cdsid_YP_003043446.1	lcl|NC_003197.1_prot_NP_459308.1_304
lcl|NC_012967.1_cdsid_YP_003046647.1	lcl|NC_003197.1_prot_NP_462601.1_3601
lcl|NC_012967.1_cdsid_YP_003047364.1	lcl|NC_003197.1_prot_NP_463175.1_4173
lcl|NC_012967.1_cdsid_YP_003045512.1	lcl|NC_003197.1_prot_NP_461375.1_2376
lcl|NC_012967.1_cdsid_YP_003043977.1	lcl|NC_003197.1_prot_NP_459793.1_782
lcl|NC_012967.1_cdsid_YP_003045479.1	lcl|NC_003197.1_prot_NP_461342.1_2342
lcl|NC_012967.1_cdsid_YP_003046746.1	lcl|NC_003197.1_prot_NP_462709.3_3707
lcl|NC_012967.1_cdsid_YP_003043853.1	lcl|NC_003197.1_prot_NP_459668.1_658
lcl|NC_012967.1_cdsid_YP_003046613.1	lcl|NC_003197.1_prot_NP_462575.1_3575
lcl|NC_012967.1_cdsid_YP_003047019.1	lcl|NC_003197.1_prot_NP_463004.1_4002
lcl|NC_012967.1_cdsid_YP_003044250.1	lcl|NC_003197.1_prot_NP_460108.1_1108
lcl|NC_012967.1_cdsid_YP_003046923.1	lcl|NC_003197.1_prot_NP_462879.1_3877
lcl|NC_012967.1_cdsid_YP_003047181.1	lcl|NC_003197.1_prot_NP_463192.1_4191
lcl|NC_012967.1_cdsid_YP_003045579.1	lcl|NC_003197.1_prot_NP_461432.1_2433
lcl|NC_012967.1_cdsid_YP_003047437.1	lcl|NC_003197.1_prot_NP_463455.1_4450
lcl|NC_012967.1_cdsid_YP_003045217.1	lcl|NC_003197.1_prot_NP_462166.1_3166
lcl|NC_012967.1_cdsid_YP_003046059.1	lcl|NC_003197.1_prot_NP_462066.1_3066
lcl|NC_012967.1_cdsid_YP_003046684.1	lcl|NC_003197.1_prot_NP_462640.1_3640
lcl|NC_012967.1_cdsid_YP_003046597.1	lcl|NC_003197.1_prot_NP_462560.1_3560
lcl|NC_012967.1_cdsid_YP_003045005.1	lcl|NC_003197.1_prot_NP_460808.1_1809
lcl|NC_012967.1_cdsid_YP_003046423.1	lcl|NC_003197.1_prot_NP_462387.1_3388
lcl|NC_012967.1_cdsid_YP_003046737.1	lcl|NC_003197.1_prot_NP_462706.1_3704
lcl|NC_012967.1_cdsid_YP_003044979.1	lcl|NC_003197.1_prot_NP_460780.1_1781
lcl|NC_012967.1_cdsid_YP_003046969.1	lcl|NC_003197.1_prot_NP_462937.2_3934
lcl|NC_012967.1_cdsid_YP_003046585.1	lcl|NC_003197.1_prot_NP_462548.1_3548
lcl|NC_012967.1_cdsid_YP_003046480.1	lcl|NC_003197.1_prot_NP_462453.1_3453
lcl|NC_012967.1_cdsid_YP_003044427.1	lcl|NC_003197.1_prot_NP_460709.1_1710
lcl|NC_012967.1_cdsid_YP_003043237.1	lcl|NC_003197.1_prot_NP_459012.1_7
lcl|NC_012967.1_cdsid_YP_003043562.1	lcl|NC_003197.1_prot_NP_459383.1_379
lcl|NC_012967.1_cdsid_YP_003044648.1	lcl|NC_003197.1_prot_NP_460522.1_1525
lcl|NC_012967.1_cdsid_YP_003045769.1	lcl|NC_003197.1_prot_NP_461779.2_2778
lcl|NC_012967.1_cdsid_YP_003046689.1	lcl|NC_003197.1_prot_NP_462645.1_3645
lcl|NC_012967.1_cdsid_YP_003046159.1	lcl|NC_003197.1_prot_NP_462149.1_3149
lcl|NC_012967.1_cdsid_YP_003047149.1	lcl|NC_003197.1_prot_NP_463153.1_4151
lcl|NC_012967.1_cdsid_YP_003046282.1	lcl|NC_003197.1_prot_NP_462270.1_3270
lcl|NC_012967.1_cdsid_YP_003043590.1	lcl|NC_003197.1_prot_NP_459413.1_408
lcl|NC_012967.1_cdsid_YP_003043414.1	lcl|NC_003197.1_prot_NP_459240.1_236
lcl|NC_012967.1_cdsid_YP_003044875.1	lcl|NC_003197.1_prot_NP_460310.1_1313
lcl|NC_012967.1_cdsid_YP_003044995.1	lcl|NC_003197.1_prot_NP_460798.1_1799
lcl|NC_012967.1_cdsid_YP_003046753.1	lcl|NC_003197.1_prot_NP_462729.1_3727
lcl|NC_012967.1_cdsid_YP_003045113.1	lcl|NC_003197.1_prot_NP_461015.1_2013
lcl|NC_012967.1_cdsid_YP_003043859.1	lcl|NC_003197.1_prot_NP_459678.1_668
lcl|NC_012967.1_cdsid_YP_003045957.1	lcl|NC_003197.1_prot_NP_462003.1_3004
lcl|NC_012967.1_cdsid_YP_003043696.1	lcl|NC_003197.1_prot_NP_459526.1_520
lcl|NC_012967.1_cdsid_YP_003045872.1	lcl|NC_003197.1_prot_NP_461927.1_2927
lcl|NC_012967.1_cdsid_YP_003046525.1	lcl|NC_003197.1_prot_NP_462491.1_3491
lcl|NC_012967.1_cdsid_YP_003044945.1	lcl|NC_003197.1_prot_NP_460256.1_1260
lcl|NC_012967.1_cdsid_YP_003047003.1	lcl|NC_003197.1_prot_NP_462988.1_3986
lcl|NC_012967.1_cdsid_YP_003046182.1	lcl|NC_003197.1_prot_NP_462170.1_3170
lcl|NC_012967.1_cdsid_YP_003045652.1	lcl|NC_003197.1_prot_NP_461518.1_2517
lcl|NC_012967.1_cdsid_YP_003043528.1	lcl|NC_003197.1_prot_NP_460506.1_1507
lcl|NC_012967.1_cdsid_YP_003045648.1	lcl|NC_003197.1_prot_NP_461514.1_2513
lcl|NC_012967.1_cdsid_YP_003043285.1	lcl|NC_003197.1_prot_NP_459096.1_92
lcl|NC_012967.1_cdsid_YP_003046199.1	lcl|NC_003197.1_prot_NP_462177.1_3177
lcl|NC_012967.1_cdsid_YP_003045289.1	lcl|NC_003197.1_prot_NP_461149.1_2147
lcl|NC_012967.1_cdsid_YP_003045393.1	lcl|NC_003197.1_prot_NP_461258.2_2257
lcl|NC_012967.1_cdsid_YP_003044385.1	lcl|NC_003197.1_prot_NP_460753.1_1754
lcl|NC_012967.1_cdsid_YP_003046330.1	lcl|NC_003197.1_prot_NP_462318.1_3319
lcl|NC_012967.1_cdsid_YP_003046916.1	lcl|NC_003197.1_prot_NP_462873.1_3871
lcl|NC_012967.1_cdsid_YP_003043457.1	lcl|NC_003197.1_prot_YP_006892379.1_308
lcl|NC_012967.1_cdsid_YP_003044062.1	lcl|NC_003197.1_prot_NP_461635.1_2634
lcl|NC_012967.1_cdsid_YP_003046675.1	lcl|NC_003197.1_prot_NP_462630.2_3630
lcl|NC_012967.1_cdsid_YP_003046635.1	lcl|NC_003197.1_prot_NP_462586.1_3586
lcl|NC_012967.1_cdsid_YP_003045578.1	lcl|NC_003197.1_prot_NP_461431.1_2432
lcl|NC_012967.1_cdsid_YP_003046205.1	lcl|NC_003197.1_prot_NP_462182.1_3182
lcl|NC_012967.1_cdsid_YP_003045292.1	lcl|NC_003197.1_prot_NP_461152.1_2150
lcl|NC_012967.1_cdsid_YP_003044192.1	lcl|NC_003197.1_prot_NP_460059.1_1059
lcl|NC_012967.1_cdsid_YP_003044834.1	lcl|NC_003197.1_prot_NP_460388.1_1391
lcl|NC_012967.1_cdsid_YP_003045665.1	lcl|NC_003197.1_prot_NP_461584.1_2585
lcl|NC_012967.1_cdsid_YP_003046353.1	lcl|NC_003197.1_prot_NP_462341.1_3342
lcl|NC_012967.1_cdsid_YP_003043685.1	lcl|NC_003197.1_prot_NP_459514.1_508
lcl|NC_012967.1_cdsid_YP_003043514.1	lcl|NC_003197.1_prot_NP_459364.1_360
lcl|NC_012967.1_cdsid_YP_003046380.1	lcl|NC_003197.1_prot_NP_462354.1_3355
lcl|NC_012967.1_cdsid_YP_003046260.1	lcl|NC_003197.1_prot_NP_462238.1_3238
lcl|NC_012967.1_cdsid_YP_003045976.1	lcl|NC_003197.1_prot_NP_462023.1_3023
lcl|NC_012967.1_cdsid_YP_003046443.1	lcl|NC_003197.1_prot_NP_462407.2_3408
lcl|NC_012967.1_cdsid_YP_003044372.1	lcl|NC_003197.1_prot_NP_460767.2_1768
lcl|NC_012967.1_cdsid_YP_003046135.1	lcl|NC_003197.1_prot_NP_462133.1_3133
lcl|NC_012967.1_cdsid_YP_003046826.1	lcl|NC_003197.1_prot_NP_462799.1_3797
lcl|NC_012967.1_cdsid_YP_003044973.1	lcl|NC_003197.1_prot_NP_460775.1_1776
lcl|NC_012967.1_cdsid_YP_003043898.1	lcl|NC_003197.1_prot_NP_459715.1_705
lcl|NC_012967.1_cdsid_YP_003043382.1	lcl|NC_003197.1_prot_NP_459207.1_203
lcl|NC_012967.1_cdsid_YP_003044808.1	lcl|NC_003197.1_prot_NP_460411.1_1414
lcl|NC_012967.1_cdsid_YP_003045467.1	lcl|NC_003197.1_prot_NP_462703.1_3701
lcl|NC_012967.1_cdsid_YP_003047303.1	lcl|NC_003197.1_prot_NP_463345.1_4339
lcl|NC_012967.1_cdsid_YP_003043559.1	lcl|NC_003197.1_prot_NP_459380.1_376
lcl|NC_012967.1_cdsid_YP_003043582.1	lcl|NC_003197.1_prot_NP_459402.1_398
lcl|NC_012967.1_cdsid_YP_003045659.1	lcl|NC_003197.1_prot_NP_461578.1_2579
lcl|NC_012967.1_cdsid_YP_003044132.1	lcl|NC_003197.1_prot_NP_459955.1_951
lcl|NC_012967.1_cdsid_YP_003044056.1	lcl|NC_003197.1_prot_NP_461640.1_2639
lcl|NC_012967.1_cdsid_YP_003043358.1	lcl|NC_003197.1_prot_NP_459184.1_180
lcl|NC_012967.1_cdsid_YP_003046279.1	lcl|NC_003197.1_prot_NP_462258.1_3258
lcl|NC_012967.1_cdsid_YP_003043687.1	lcl|NC_003197.1_prot_NP_459517.1_511
lcl|NC_012967.1_cdsid_YP_003043355.1	lcl|NC_003197.1_prot_NP_459177.1_173
lcl|NC_012967.1_cdsid_YP_003045970.1	lcl|NC_003197.1_prot_NP_462017.1_3017
lcl|NC_012967.1_cdsid_YP_003044986.1	lcl|NC_003197.1_prot_NP_460788.1_1789
lcl|NC_012967.1_cdsid_YP_003046212.1	lcl|NC_003197.1_prot_NP_462189.1_3189
lcl|NC_012967.1_cdsid_YP_003044215.1	lcl|NC_003197.1_prot_NP_462725.1_3723
lcl|NC_012967.1_cdsid_YP_003045611.1	lcl|NC_003197.1_prot_NP_461477.1_2476
lcl|NC_012967.1_cdsid_YP_003044867.1	lcl|NC_003197.1_prot_NP_460318.1_1321
lcl|NC_012967.1_cdsid_YP_003044297.1	lcl|NC_003197.1_prot_NP_460155.1_1155
lcl|NC_012967.1_cdsid_YP_003045220.1	lcl|NC_003197.1_prot_NP_461087.1_2086
lcl|NC_012967.1_cdsid_YP_003043467.1	lcl|NC_003197.1_prot_NP_459319.1_316
lcl|NC_012967.1_cdsid_YP_003044422.1	lcl|NC_003197.1_prot_NP_460714.1_1715
lcl|NC_012967.1_cdsid_YP_003046910.1	lcl|NC_003197.1_prot_NP_462867.1_3865
lcl|NC_012967.1_cdsid_YP_003045865.1	lcl|NC_003197.1_prot_NP_461920.1_2919
lcl|NC_012967.1_cdsid_YP_003043699.1	lcl|NC_003197.1_prot_NP_459529.1_523
lcl|NC_012967.1_cdsid_YP_003044072.1	lcl|NC_003197.1_prot_NP_459849.1_838
lcl|NC_012967.1_cdsid_YP_003044520.1	lcl|NC_003197.1_prot_NP_460620.1_1621
lcl|NC_012967.1_cdsid_YP_003043760.1	lcl|NC_003197.1_prot_NP_459560.1_552
lcl|NC_012967.1_cdsid_YP_003044112.1	lcl|NC_003197.1_prot_NP_459936.1_932
lcl|NC_012967.1_cdsid_YP_003044864.1	lcl|NC_003197.1_prot_NP_460321.1_1324
lcl|NC_012967.1_cdsid_YP_003045789.1	lcl|NC_003197.1_prot_NP_461854.1_2852
lcl|NC_012967.1_cdsid_YP_003046902.1	lcl|NC_003197.1_prot_NP_462857.1_3855
lcl|NC_012967.1_cdsid_YP_003045413.1	lcl|NC_003197.1_prot_NP_461279.1_2278
lcl|NC_012967.1_cdsid_YP_003044680.1	lcl|NC_003197.1_prot_NP_460487.1_1489
lcl|NC_012967.1_cdsid_YP_003044930.1	lcl|NC_003197.1_prot_NP_460263.1_1267
lcl|NC_012967.1_cdsid_YP_003046506.1	lcl|NC_003197.1_prot_NP_462483.1_3483
lcl|NC_012967.1_cdsid_YP_003046062.1	lcl|NC_003197.1_prot_NP_462068.1_3068
lcl|NC_012967.1_cdsid_YP_003046809.1	lcl|NC_003197.1_prot_NP_462780.1_3778
lcl|NC_012967.1_cdsid_YP_003047020.1	lcl|NC_003197.1_prot_NP_463005.1_4003
lcl|NC_012967.1_cdsid_YP_003045003.1	lcl|NC_003197.1_prot_NP_460806.1_1807
lcl|NC_012967.1_cdsid_YP_003046945.1	lcl|NC_003197.1_prot_NP_462907.1_3903
lcl|NC_012967.1_cdsid_YP_003043427.1	lcl|NC_003197.1_prot_NP_459251.1_247
lcl|NC_012967.1_cdsid_YP_003046139.1	lcl|NC_003197.1_prot_NP_462135.1_3135
lcl|NC_012967.1_cdsid_YP_003044178.1	lcl|NC_003197.1_prot_NP_460043.1_1043
lcl|NC_012967.1_cdsid_YP_003045165.1	lcl|NC_003197.1_prot_NP_461066.1_2064
lcl|NC_012967.1_cdsid_YP_003046879.1	lcl|NC_003197.1_prot_NP_462847.1_3845
lcl|NC_012967.1_cdsid_YP_003046099.1	lcl|NC_003197.1_prot_NP_462111.2_3111
lcl|NC_012967.1_cdsid_YP_003046251.1	lcl|NC_003197.1_prot_NP_462229.1_3229
lcl|NC_012967.1_cdsid_YP_003044271.1	lcl|NC_003197.1_prot_NP_460129.1_1129
lcl|NC_012967.1_cdsid_YP_003045177.1	lcl|NC_003197.1_prot_NP_461075.1_2073
lcl|NC_012967.1_cdsid_YP_003046667.1	lcl|NC_003197.1_prot_NP_462622.1_3622
lcl|NC_012967.1_cdsid_YP_003045125.1	lcl|NC_003197.1_prot_NP_461026.1_2024
lcl|NC_012967.1_cdsid_YP_003046104.1	lcl|NC_003197.1_prot_NP_462112.1_3112
lcl|NC_012967.1_cdsid_YP_003046523.1	lcl|NC_003197.1_prot_NP_462489.1_3489
lcl|NC_012967.1_cdsid_YP_003044222.1	lcl|NC_003197.1_prot_NP_461181.1_2180
lcl|NC_012967.1_cdsid_YP_003044180.1	lcl|NC_003197.1_prot_NP_460045.1_1045
lcl|NC_012967.1_cdsid_YP_003046393.1	lcl|NC_003197.1_prot_NP_462369.1_3370
lcl|NC_012967.1_cdsid_YP_003046558.1	lcl|NC_003197.1_prot_NP_462515.1_3515
lcl|NC_012967.1_cdsid_YP_003044195.1	lcl|NC_003197.1_prot_NP_460744.1_1745
lcl|NC_012967.1_cdsid_YP_003045772.1	lcl|NC_003197.1_prot_NP_461830.1_2828
lcl|NC_012967.1_cdsid_YP_003045150.1	lcl|NC_003197.1_prot_NP_461051.1_2049
lcl|NC_012967.1_cdsid_YP_003044413.1	lcl|NC_003197.1_prot_NP_460724.2_1725
